DATE,RATING,REVIEW_TITLE,DESCRIPTION1,DESCRIPTION2,LINK
2021-06-28 0:00:00,5,Tea tree essential oil is very healing and antiseptic.,Tea tree body product is a miracle cure. That tingle tells you it’s cleaning your skin and helping your sinus too. I’ve used these products 30 years and am so happy with them. Even my sensitive skin is gently supported.,That tingle tells you it's cleaning your skin and helping your sinus too.,https://www.amazon.com/gp/customer-reviews/R32A6KD0THCPDC?ASIN=B07HHHMJ6V
2020-09-02 0:00:00,5,"Townley Girl Disney Frozen 2 Backpack Cosmetic Set, Includes: Lip Gloss Compact, Hair Bows, Nail Polish, Nail File, Lip Balm, Toe Spacer, Nail Stickers",This was purchased as a birthday gift for a 6 year old little girl who absolutely love it. A few of the items moved around inside the package due to Amazon not added an peanut to keep the backpack from moving but otherwise it was a perfect gift and the best part is this loiter girl can use her backpack for pre-K also. Loved the company personal email me making sure I have gotten the package which I really thoughts that was so nice of them. Will purchase again from this company!,A few of the items moved around inside the package due to Amazon not added an peanut to keep the backpack from moving but otherwise it was a perfect gift and the best part is this loiter girl can use her backpack for pre-K also.,https://www.amazon.com/gp/customer-reviews/R3FM542OB3HB9L?ASIN=B07T91KYMF
2021-07-07 0:00:00,5,"great purchase, even greater effect","An outstanding dark spot corrector cream, helped me a lot, and I mean A LOT, unlike some other products I bought to deal with these pesky spots of mine. This is the first one when I actually noticed the change of complexion – and actual lightening of the skin, bit by bit, perhaps in a week or so. Not disappointed and definitely will be purchasing more of these. Recommend to all who have the same problems as me (liver spots from sun or age, as I think it is related).","An outstanding dark spot corrector cream, helped me a lot, and I mean A LOT, unlike some other products I bought to deal with these pesky spots of mine.",https://www.amazon.com/gp/customer-reviews/RF0I37DKM95MT?ASIN=B0983HD63Y
2020-12-26 0:00:00,3,"My bottle won't pump, but I love what's inside.","I hate giving this concealer only 3 stars because I love the product itself. But it won't come out of the bottle! Some products you have to pump a million times to get the first drop out, then after that it works every time. But this one is not coming out no matter how many pumps I pump. I had to open the bottle and get product off the lid with my finger. So now every time I want to use it, I'm going to have to stick something down in the bottle to get product out. The concealer itself works fabulously, it really brightens up the area around my eyes, and isn't too heavy. It doesn't catch on any dry areas, and it doesn't crease throughout the day. It really is a beautiful product. But the bottle is no bueno, maybe I just got a dud.","Some products you have to pump a million times to get the first drop out, then after that it works every time.",https://www.amazon.com/gp/customer-reviews/R2DX38Y1WTP476?ASIN=B0757VJSJH
2020-02-09 0:00:00,5,Works wonders,"I have always loved bag balm, even better that they make little chapstick versions as opposed to the tin jar. Love this stuff so moisturizing, i use on my cuticles, lips, dry face, dry heels",Works wonders.,https://www.amazon.com/gp/customer-reviews/R3TJ162PE2O36U?ASIN=B01N8TGOXY
2020-06-25 0:00:00,5,Works very well:),Very nice product! Fast. shipping. Will purchase. again:),again:).,https://www.amazon.com/gp/customer-reviews/R14X04DTJECV69?ASIN=B0002QB9NE
2021-03-24 0:00:00,5,Moisture Cream with Tea Tree for Calloused Feet,Excellent cream for calloused feet. Results after 24 hours. Soothing and smells nice. Highly recommended.,Highly recommended.,https://www.amazon.com/gp/customer-reviews/R34G4PI1FNJ51E?ASIN=B07CY544LP
2020-01-02 0:00:00,5,Very nice product,"Very nice product. Came packaged well and very quickly. It’s non greasy and mixed really well with my essential oils which I use as my facial moisturizer. I really only have one complaint. I wish it came in a bigger bottle. Other than that, I’m very pleased with what I received.",I really only have one complaint.,https://www.amazon.com/gp/customer-reviews/R12YAQF89F8W55/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07THBWLJM
2021-03-26 0:00:00,1,Not worth it,Not so good. I didn't like it. Doesn't real make much of a difference and doesn't cover anything. It's as if I didn't even put on anything. Don't recommend anyone to buy it unless you have a perfect skin and not looking for coverage.,Don't recommend anyone to buy it unless you have a perfect skin and not looking for coverage.,https://www.amazon.com/gp/customer-reviews/R1G13LHG6REJPB?ASIN=B00BETY3EU
2020-01-02 0:00:00,5,Nice tinted moisturizer.,"I am not usually a fan of BB creams/tinted moisturizers since the sunscreen contained makes it apply really thick, make me appear oily/shiny and/or have a lovely white cast on my caramel complexion. I usually use a super lightweight Asian sunscreen under my makeup so I haven't reached for something like this in a long while. This shade ""Tan"" was a little light for my skin tone but since it is just a tint it doesn't need to be an exact match. I really like how this applied and it the formula was not thick like I was expecting. I really liked the end result. No white cast and no oily looking face, just a lovely dewy look. Looks very natural. This will definitely be a new addition to my beauty routine. I prefer to keep my makeup as light as possible and this fits the bill. Pleasantly surprised!",Pleasantly surprised!,https://www.amazon.com/gp/customer-reviews/R2X96O19NH81XL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0814RCSJC
2021-08-31 0:00:00,3,Priced too high for bottle size,"I use this product and like it for my wigs. However, this is a tiny travel sized bottle. You can pay the same amount for a 8.8 ounce bottle in stores.",You can pay the same amount for a 8.8 ounce bottle in stores.,https://www.amazon.com/gp/customer-reviews/R3RLN529697VGE?ASIN=B072MBQZVX
2020-03-03 0:00:00,3,"Dries out hair, but hair actually looks nice after","Well, this is a mixed review. It is very drying on my hair. But my hair actually looks really fabulous using it. Go figure. Not sure if I'll keep buying it. But I like the results, so maybe give it a try.","But I like the results, so maybe give it a try.",https://www.amazon.com/gp/customer-reviews/R3FE7X0MR0X3TR?ASIN=B0016BC2BM
2020-10-12 0:00:00,4,Takes the brass away,My hair was very yellow / brassy since I forgot to buy a toner. This worked great to take it away & give me a more blonde look.,My hair was very yellow / brassy since I forgot to buy a toner.,https://www.amazon.com/gp/customer-reviews/R2JEVAM4N43F7N?ASIN=B084RWSF94
2021-03-26 0:00:00,5,Great so far!,I like it! I’m hoping it works. It does tingle though so if you don’t like that it may not be for you.,I like it!,https://www.amazon.com/gp/customer-reviews/R3ROXISPXO3K1L?ASIN=B08NK7YG15
2020-06-06 0:00:00,5,"Perfect for sensitive skin, hydrates deeply!",Probably one of my favorite night creams ever. It hydrates deeply and lasts the whole night. I wake up and my skin is plump and hydrated.,"Perfect for sensitive skin, hydrates deeply!",https://www.amazon.com/gp/customer-reviews/RPYZZXBDB4IO2?ASIN=B01N6LY0J5
2021-01-02 0:00:00,5,Best edge control,Love this edge control. This edge control is the best hands down,Best edge control.,https://www.amazon.com/gp/customer-reviews/R1RYX46180N4GU?ASIN=B002TMUKO8
2021-06-24 0:00:00,2,Do buy from this seller,Cheap imitation. Very strong odor like it's old oil,Cheap imitation.,https://www.amazon.com/gp/customer-reviews/R5H39WQNQLDYB?ASIN=B002Y6B6TM
2020-06-17 0:00:00,5,Fun and moisturizing skin!,"I bought it to make my daughter cheerful while we are staying home these days. It is easy to use. She loves her shiny face. Fun to peel off!! My daughter loves it! Most of all, after using it, my dry skin was really moist and I can feel difference even next day.",Fun and moisturizing skin!,https://www.amazon.com/gp/customer-reviews/R2WXSPYKZZ4WCR?ASIN=B072M3N5WG
2021-08-16 0:00:00,5,It works!,This is the best neck firming cream I've yet to find. It really does work. I see the difference right away. The scent is pleasant and the cream not only firms but also moisturizes. I use it on my hands too and they look so much younger. I'm no spring chicken - 70 years old - so believe me when I tell you it works. Great price too.,It works!,https://www.amazon.com/gp/customer-reviews/R3KZFAZANT8HG?ASIN=B0811DRT92
2021-07-20 0:00:00,5,Glycerin Soaps,Great assortment.,Glycerin Soaps.,https://www.amazon.com/gp/customer-reviews/R33VS0LVBQNTA2?ASIN=B076QKZXR8
2020-09-15 0:00:00,5,LOVE LOVE LOVE!!!,These are fantastic and they make my skin glow! I used the last pack on my chin and nose (had to cut that one strategically) for a fun little experiment and it worked! My entire face feels wonderfully soft when I use these and I can see a noticeable difference. Definitely worth it!,I used the last pack on my chin and nose (had to cut that one strategically) for a fun little experiment and it worked!,https://www.amazon.com/gp/customer-reviews/R24434DYTAEEU?ASIN=B079VSLGHY
2020-11-11 0:00:00,5,Fantastic product,"This is a great daily hair lotion by Design Essentials. You get a nice pump dispenser that is very convenient to use. This hair treatment can be used daily on dry or wet hair and helps control your hairs frizz and leaves it nice and soft. When I used this I noticed the absolutely amazing smell. I for one love using products that make my hair smell great.. When I use this my hair just looks and feels great. It is nice and soft, doesn’t feel like it is being weighed down by the hair mask and is super soft. I for one am really happy with this product and can only recommend it. I also found it is very manageable and found less frizz.",When I use this my hair just looks and feels great.,https://www.amazon.com/gp/customer-reviews/R334RCZUZ9OTZP?ASIN=B084QX4N1Q
2020-05-17 0:00:00,1,Not worth it .,Very abrasive ... didn’t remove any of my makeup ... also have me dry red patches under my eyes and on my cheeks ....,also have me dry red patches under my eyes and on my cheeks…,https://www.amazon.com/gp/customer-reviews/R3FSK1Z8W6Y5V2?ASIN=B07T883TRN
2019-09-22 0:00:00,5,Purchase!!,Thank you!!!,Thank you!,https://www.amazon.com/gp/customer-reviews/R2KEVDPAJ2LKT3?ASIN=B0009VQ8X8
2020-11-09 0:00:00,3,"Empty bottle, can’t return",3 bottles seem fine and normal. Packaging was not damaged. However 1 bottle was received 3/4 empty and in a dented can. Used? Busted? Not filled properly? I guess I’ll never know.. Amazon will not let me return but won’t even let me ask for a refund. Not impressed.,Packaging was not damaged.,https://www.amazon.com/gp/customer-reviews/RU0ZXM71AEGSP?ASIN=B01IAFG0A0
2020-02-18 0:00:00,5,Soft and gentle. Works great for removing makeup,I was amazed at how these simply remove makeup easily. Thee cloth is very soft and will not scratch your face. I would recommend.,Thee cloth is very soft and will not scratch your face.,https://www.amazon.com/gp/customer-reviews/RV3WK08TU9A12/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07HPH2C2N
2021-04-02 0:00:00,5,Non harmful,This product gives you a very nice black color and lasts for a while without damaging,Non harmful.,https://www.amazon.com/gp/customer-reviews/R1G4FJ4W4TOPFB?ASIN=B01H0NF91E
2021-02-26 0:00:00,5,Shiny vibrant color.,"This product is more vibrant and shiny than other products of the same color level. It seems to ladt longer. Roots grow of course, but the color does not seem to fade [golden blonde].","Roots grow of course, but the color does not seem to fade [golden blonde].",https://www.amazon.com/gp/customer-reviews/R3A7K7W3W5OOO6?ASIN=B000KOQ3MA
2020-12-08 0:00:00,5,Best mascara ever!,"This is my most favorite mascara! I've been using so many years! Sometimes, I want to use some brand mascara. But I always back to this mascara, after one time use of other brands. Water and smudge proof. Make my eye lashes thick and long! High volume! Love this!!","Sometimes, I want to use some brand mascara.",https://www.amazon.com/gp/customer-reviews/RYV63TVP502KC?ASIN=B002YLEQ2Q
2020-04-24 0:00:00,3,NYX Cosmetics Lip Lingerie Honeymoon,"I like the matte style, but I bought 5 different colors and they all look the same on me. I bought teddy, bustier, honeymoon, after hours, and confident. These colors looked nothing like the swatches. I have to add a lip liner color to make these look a little different","I like the matte style, but I bought 5 different colors and they all look the same on me.",https://www.amazon.com/gp/customer-reviews/R3RTLB9U5OSD2H?ASIN=B01APX1TGK
